"fy_ef","organization_id","organization","core_responsibility","program_id","program_name","planned_spending_1","actual_spending","planned_spending_2","planned_spending_3","planned_ftes_1","actual_ftes","planned_ftes_2","planned_ftes_3","planning_explanation","variance_explanation"
"2025-2026",138,"Department of Transport","Green and Innovative Transportation System","BTX01","Climate Change and Clean Air",354221685.00,9133103.37,74032448.00,23720482.00,133.00,,104.00,89.00,"The decrease is mainly due to the decrease in funding for the Incentives for Medium- and Heavy-Duty Zero-Emission Vehicles and Green Shipping Corridor Programs.",
"2025-2026",138,"Department of Transport","Green and Innovative Transportation System","BTX02","Protecting Oceans and Waterways",201849584.00,11204670.94,159954053.00,80102057.00,480.00,,421.00,284.00,"The decrease is mainly due to decreased funding for the Ocean Protection Plan and the sunsetting of the Protect and Promote the Health of Canada’s Priority At-risk Whale Populations initiative.",
"2025-2026",138,"Department of Transport","Green and Innovative Transportation System","BTX03","Environmental Stewardship of Transportation",56209268.00,1513538.86,56127013.00,76164451.00,90.00,,89.00,89.00,"The increase is mainly due to inreased funding for the Federal Contaminated Sites Action Plan.",
"2025-2026",138,"Department of Transport","Green and Innovative Transportation System","BTX04","Transportation Innovation",30739473.00,1947537.01,16729998.00,13381156.00,44.00,,33.00,31.00,"The decrease is mainly due to decrease in funding for Motor Vehicle Test Centre, Connected and Automated Vehicles, Transportation of Dangerous Goods, and the Incentives for Medium- and Heavy-Duty Zero-Emission Vehicles.",
"2025-2026",138,"Department of Transport","Green and Innovative Transportation System","BTX05","Indigenous Partnerships and Engagement",14545368.00,1987813.14,9730942.00,11033494.00,65.00,,51.00,52.00,"The decrease is mainly due to sunsetting funding for the engagement activities related to administration of the Canadian Navigable Waters Act.",
"2025-2026",138,"Department of Transport","Green and Innovative Transportation System","BTX06","Navigation Protection Program",14799012.00,1414289.59,6710862.00,6416503.00,96.00,,57.00,58.00,"The decrease is mainly due to sunsetting funding for the administration of the Canadian Navigable Waters Act.",
"2025-2026",138,"Department of Transport","Efficient Transportation System","BTY01","Transportation Marketplace Frameworks",39142019.00,4992126.37,39321699.00,39033009.00,235.00,,232.00,231.00,,
"2025-2026",138,"Department of Transport","Efficient Transportation System","BTY02","Transportation Analysis",21236617.00,2324861.37,21231282.00,9826902.00,85.00,,81.00,50.00,"The decrease is mainly due to decrease in funding for  the Strengthening the Resiliency and Efficiency of Canada’s Supply Chains initiative.",
"2025-2026",138,"Department of Transport","Efficient Transportation System","BTY03","Transportation Infrastructure",800326798.00,143734872.81,1085902929.00,445592113.00,257.00,,258.00,210.00,"""The increase from 2025-26 to 2026-27 is mainly due to a temporary increase in funding for Lac Megantic.
The decrease from 2026-27 to 2027-2028 is mainly due to the decreased funding for Ferry Services, Lac Megantic, Remote Passenger Rail Program, and  Maintenance of TC owned Airports.""",
"2025-2026",138,"Department of Transport","Efficient Transportation System","BTY04","National Trade Corridors",832540221.00,12473961.53,919053683.00,558904281.00,40.00,,36.00,33.00,"The change from 2025-26 to 2026-27 and from 2026-27 to 2027-28 is mainly due to the change in funding for the National Trade Corridors Fund.",
"2025-2026",138,"Department of Transport","Internal Services","ISS01","Management and Oversight Services",44229142.00,7922174.37,40864165.00,38858520.00,296.00,,270.00,260.00,,
"2025-2026",138,"Department of Transport","Internal Services","ISS02","Communications Services",14801291.00,2308131.30,13847334.00,11163720.00,110.00,,103.00,91.00,"The decrease is commensurate with the decrease in direct funding of the Department's core responsibilities.",
"2025-2026",138,"Department of Transport","Internal Services","ISS03","Legal Services",29866914.00,263187.67,29228610.00,28871268.00,20.00,,19.00,18.00,,
"2025-2026",138,"Department of Transport","Internal Services","ISS04","Human Resources Management Services",39064810.00,4691194.22,37687475.00,35827342.00,328.00,,316.00,301.00,,
"2025-2026",138,"Department of Transport","Internal Services","ISS05","Financial Management Services",32152903.00,4284032.21,29528978.00,29081490.00,254.00,,237.00,223.00,,
"2025-2026",138,"Department of Transport","Internal Services","ISS06","Information Management Services",21145302.00,3785227.70,16562886.00,14637409.00,166.00,,147.00,133.00,"The decrease is commensurate with the decrease in direct funding of the Department's core responsibilities.",
"2025-2026",138,"Department of Transport","Internal Services","ISS07","Information Technology Services",77653671.00,11230414.70,55695669.00,52337604.00,425.00,,358.00,341.00,"The decrease is commensurate with the decrease in direct funding of the Department's core responsibilities.",
"2025-2026",138,"Department of Transport","Internal Services","ISS08","Real Property Management Services",16200393.00,-643154.22,15438433.00,14954026.00,77.00,,75.00,71.00,,
"2025-2026",138,"Department of Transport","Internal Services","ISS09","Materiel Management Services",1869327.00,311524.45,2566890.00,2508624.00,18.00,,17.00,17.00,"The increase in Planned Spending for Materiel Management Services is due to internal reallocations to meet requirements",
"2025-2026",138,"Department of Transport","Internal Services","ISS0Z","Acquisition Management Services",4393467.00,1318657.90,4170864.00,3532987.00,41.00,,40.00,33.00,"The decrease is commensurate with the decrease in direct funding of the Department's core responsibilities.",
"2025-2026",139,"Department of Veterans Affairs","Benefits, Services and Support","BWI06","Health Care Benefits",1110149616.00,106791548.72,873746450.00,869659757.00,411.80,,408.50,408.60,"Spending: Although there appears to be a decrease in spending starting in 2026–27, this is based on forecasts developed well in advance of the reporting period due to the nature of the budgeting process. More recent forecast models suggest an increase in demand for many programs and services in the coming years. Planned spending for 2026–27 and 2027–28 will be updated in future years to incorporate the latest projections, bringing them more in line with 2025–26 levels. Veterans' benefits remain unaffected.",
"2025-2026",139,"Department of Veterans Affairs","Benefits, Services and Support","BWI07","Transition Services",229130867.00,25081186.44,181422178.00,177586041.00,390.90,,387.90,387.90,"Spending: Although there appears to be a decrease in spending starting in 2026–27, this is based on forecasts developed well in advance of the reporting period due to the nature of the budgeting process. More recent forecast models suggest an increase in demand for many programs and services in the coming years. Planned spending for 2026–27 and 2027–28 will be updated in future years to incorporate the latest projections, bringing them more in line with 2025–26 levels. Veterans' benefits remain unaffected.",
"2025-2026",139,"Department of Veterans Affairs","Benefits, Services and Support","BWI08","Long Term Care",166448801.00,17759979.69,164368854.00,163334049.00,103.50,,102.70,102.70,,
"2025-2026",139,"Department of Veterans Affairs","Benefits, Services and Support","BWI09","Veterans Independence Program",437785710.00,55429895.03,369387709.00,367127842.00,230.70,,228.90,228.90,"Spending: Although there appears to be a decrease in spending starting in 2026–27, this is based on forecasts developed well in advance of the reporting period due to the nature of the budgeting process. More recent forecast models suggest an increase in demand for many programs and services in the coming years. Planned spending for 2026–27 and 2027–28 will be updated in future years to incorporate the latest projections, bringing them more in line with 2025–26 levels. Veterans' benefits remain unaffected.",
"2025-2026",139,"Department of Veterans Affairs","Benefits, Services and Support","BWI10","Caregiver Recognition Benefit",44961982.00,2971988.25,31323138.00,31148375.00,18.00,,18.00,17.90,"Spending: Although there appears to be a decrease in spending starting in 2026–27, this is based on forecasts developed well in advance of the reporting period due to the nature of the budgeting process. More recent forecast models suggest an increase in demand for many programs and services in the coming years. Planned spending for 2026–27 and 2027–28 will be updated in future years to incorporate the latest projections, bringing them more in line with 2025–26 levels. Veterans' benefits remain unaffected.",
"2025-2026",139,"Department of Veterans Affairs","Benefits, Services and Support","BWI11","War Veterans Allowance",3337746.00,483682.89,4079745.00,4007572.00,7.40,,7.40,7.40,"Spending : Although there appears to be an increase in spending starting in 2026–27, this is based on forecasts developed well in advance of the reporting period due to the nature of the budgeting process. Planned spending for 2026–27 and 2027–28 will be updated in future years to incorporate the latest projections, bringing them more in line with 2025–26 levels. Veterans' benefits remain unaffected.",
