service_id;service_name_en;service_name_fr;department_en;department_fr;org_id;fiscal_yr_first;fiscal_yr_latest;service_scope_ext_or_ent
3242;SmartDriver;Conducteur averti;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
3251;Clean Fuels Fund (CFF);Fonds pour les combustibles propres;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
1675;Transportation Fuels website;Site Web Info-Carburant;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
1260;Canada Lands Survey System;Système d'arpentage des terres du Canada;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
1521;Canadian Hazards Information Service (Targeted);Service canadien d'information sur les risques (ciblé);Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
1522;Canadian Spatial Reference System;Système canadien de référence spatiale;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
1588;Issuance of Kimberley Process certificates for the export of rough diamonds;Délivrance des certificats du Processus de Kimberley pour l'exportation des diamants bruts;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
1642;Analysis and Certification of Explosives;Analyse et certification des explosifs;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
1674;Canadian Certified Reference Materials Project;Projet canadien des matériaux de référence certifiés;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
2574;Extractive Sector Transparency Measures Act;Loi sur les mesures de transparence dans le secteur extractif;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2577;Contribution in support of Climate Change Adaptation;Contribution à l'appui de l'adaptation au changement climatique;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2602;Grants and Contributions in support of Geoscience;Subventions et contributions en soutien aux géosciences;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2604;CIM's Our Earth's Riches Mineral Literacy Installation;Installation Our Earth's Riches de l'ICM pour mieux faire connaître le domaine minier aux jeunes Canadiens;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2606;Mining Matters Educational Resources for Students;Ressources éducatives pour les étudiants 'Mining Matters';Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2608;Development and Delivery of Regional Mining Webinars;Développement et livraison de séminaire en ligne régionaux pour l'exploitation minière;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2609;National Youth Mining Career Awareness Strategy 2021-2026;Stratégie nationale de sensibilisation aux carrières dans le secteur minier pour les jeunes 2021-2026;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2912;Canadian Hazards Information Service (Untargeted);Service canadien d'information sur les risques (non ciblé);Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
3193;Administration of the Explosives Act and Explosives Regulations, 2013;Administration de la loi sur les explosifs et du règlement sur les explosifs de 2013;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
2611;Contributions in support of Indigenous Natural Resource Partnerships;Contributions en faveur des partenariats pour les ressources naturelles autochtones;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2612;Contributions in support of Indigenous Advisory & Monitoring Committees for EIPs (TMX & L3);Contributions pour appuyer les comités autochtones de consultation et de surveillance de projets d'infrastructure énergétique - comités (TMX & L3);Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2613;Contributions in support of Indigenous Participation in Dialogues;Contributions à l'appui du Fonds d'aide financière aux participants pour les consultations auprès des Autochtones;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2614;Contributions in support of Accommodation Measures for Trans Mountain Expansion;Contributions à l'appui des mesures d'accommodement du projet d'agrandissement du réseau de Trans Mountain;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2915;Youth Employment and Skills Strategy - S & T Internship Program - Green Jobs;Stratégie emploi et compétences jeunesse - le Programme de stages en sciences et technologie - emplois verts;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
2917;Open Science and Data Platform;Plateforme de science et de données ouvertes;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
1519;Earth Observation Data Service;Service de données d'observation de la Terre;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
1709;National Air Photo Library;Photothèque nationale de l'air;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
2620;Canadian Geospatial Data Infrastructure: Geospatial Web Services;Infrastructure canadienne de données géospatiales: Services web géospatiaux;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2913;GeoConnections Program;Programme GéoConnexions;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
2936;Clean Growth Hub;Carrefour de la croissance propre;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
2937;Emergency geomatics and satellite mapping service;Service de géomatique d'urgence et de cartographie par satellite;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
2939;Canada Map Office;Bureau des cartes du Canada;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
757;Funding Decisions for Grants to Researchers;Décisions sur le financement des subventions de recherche;Natural Sciences and Engineering Research Council of Canada;Conseil de recherches en sciences naturelles et en génie du Canada;230;2018-2019;2023-2024;True
758;Funding Decisions for Institutional Capacity;Décisions de financement relatives à la capacité institutionnelle;Natural Sciences and Engineering Research Council of Canada;Conseil de recherches en sciences naturelles et en génie du Canada;230;2018-2019;2023-2024;True
169;Funding Decisions for Scholarships and Fellowships;Décisions sur le financement des bourses;Natural Sciences and Engineering Research Council of Canada;Conseil de recherches en sciences naturelles et en génie du Canada;230;2018-2019;2023-2024;True
691;Funding Transfers to Administering Institutions;Transferts des fonds de subventions et de bourses aux établissements administrateurs;Natural Sciences and Engineering Research Council of Canada;Conseil de recherches en sciences naturelles et en génie du Canada;230;2018-2019;2023-2024;True
690;Direct Funding Payments;Versements faits directement aux boursiers;Natural Sciences and Engineering Research Council of Canada;Conseil de recherches en sciences naturelles et en génie du Canada;230;2018-2019;2023-2024;True
759;Grant, Scholarship, Fellowship and Award Administration;Administration des subventions, des bourses et des octrois;Natural Sciences and Engineering Research Council of Canada;Conseil de recherches en sciences naturelles et en génie du Canada;230;2018-2019;2023-2024;True
SRV02829;Financial audits of territorial organizations;Audits financiers des organisations territoriales;Office of the Auditor General of Canada;Bureau du vérificateur général du Canada;238;2021-2022;2023-2024;True
SRV02849;Financial audits of international organizations;Audits financiers des organisations internationales;Office of the Auditor General of Canada;Bureau du vérificateur général du Canada;238;2021-2022;2023-2024;True
SRV02850;Performance audits of territorial Organizations;Audit de performance d’organisations territoriales;Office of the Auditor General of Canada;Bureau du vérificateur général du Canada;238;2021-2022;2023-2024;True
SRV02851;International Relations Correspondence;Correspondance pour les relations internationales;Office of the Auditor General of Canada;Bureau du vérificateur général du Canada;238;2021-2022;2023-2024;True
SRV02855;Public inquiries;Demandes de renseignements du public;Office of the Auditor General of Canada;Bureau du vérificateur général du Canada;238;2021-2022;2023-2024;True
SRV02856;Media relations;Relations avec les médias;Office of the Auditor General of Canada;Bureau du vérificateur général du Canada;238;2021-2022;2023-2024;True
SRV02857;Technical accounting and audit advisory services;Services-conseils spécialisés en comptabilité et en audit;Office of the Auditor General of Canada;Bureau du vérificateur général du Canada;238;2021-2022;2023-2024;True
SRV02852;Environmental petitions correspondence;Correspondance pour les pétitions environnementales;Office of the Auditor General of Canada;Bureau du vérificateur général du Canada;238;2021-2022;2023-2024;True
SRV02853;Environmental Petitions;Pétitions environnementales;Office of the Auditor General of Canada;Bureau du vérificateur général du Canada;238;2021-2022;2023-2024;True
SRV02818;Financial audits of the Public Accounts of Canada;Audit des états financiers des Comptes publics du Canada;Office of the Auditor General of Canada;Bureau du vérificateur général du Canada;238;2023-2024;2023-2024;False
SRV02827;Financial audit of Export Development Canada’s consolidated financial statements;Audit d’états financiers consolidés d’Exportation et développement Canada;Office of the Auditor General of Canada;Bureau du vérificateur général du Canada;238;2023-2024;2023-2024;False
