fiscal_yr;service_id;online_interaction_point;activation;online_interaction_point_sort
2022-2023;SRV03384;registration;;1
2022-2023;SRV03384;authentication;;2
2022-2023;SRV03384;application;;3
2022-2023;SRV03384;decision;;4
2022-2023;SRV03384;issuance;;5
2022-2023;SRV03384;feedback;;6
2022-2023;SRV03385;registration;Y;1
2022-2023;SRV03385;authentication;Y;2
2022-2023;SRV03385;application;Y;3
2022-2023;SRV03385;decision;Y;4
2022-2023;SRV03385;issuance;Y;5
2022-2023;SRV03385;feedback;Y;6
2022-2023;SRV03386;registration;N;1
2022-2023;SRV03386;authentication;N;2
2022-2023;SRV03386;application;N;3
2022-2023;SRV03386;decision;N;4
2022-2023;SRV03386;issuance;N;5
2022-2023;SRV03386;feedback;N;6
2022-2023;SRV03387;registration;N;1
2022-2023;SRV03387;authentication;N;2
2022-2023;SRV03387;application;N;3
2022-2023;SRV03387;decision;N;4
2022-2023;SRV03387;issuance;N;5
2022-2023;SRV03387;feedback;N;6
2022-2023;SRV03388;registration;N;1
2022-2023;SRV03388;authentication;N;2
2022-2023;SRV03388;application;N;3
2022-2023;SRV03388;decision;N;4
2022-2023;SRV03388;issuance;N;5
2022-2023;SRV03388;feedback;N;6
2022-2023;SRV03389;registration;;1
2022-2023;SRV03389;authentication;;2
2022-2023;SRV03389;application;;3
2022-2023;SRV03389;decision;;4
2022-2023;SRV03389;issuance;;5
2022-2023;SRV03389;feedback;;6
2022-2023;SRV03390;registration;;1
2022-2023;SRV03390;authentication;;2
2022-2023;SRV03390;application;;3
2022-2023;SRV03390;decision;;4
2022-2023;SRV03390;issuance;;5
2022-2023;SRV03390;feedback;;6
2022-2023;SRV03391;registration;;1
2022-2023;SRV03391;authentication;;2
2022-2023;SRV03391;application;;3
2022-2023;SRV03391;decision;;4
2022-2023;SRV03391;issuance;;5
2022-2023;SRV03391;feedback;;6
2022-2023;SRV03392;registration;;1
2022-2023;SRV03392;authentication;;2
2022-2023;SRV03392;application;;3
2022-2023;SRV03392;decision;;4
2022-2023;SRV03392;issuance;;5
2022-2023;SRV03392;feedback;;6
2022-2023;SRV03393;registration;;1
2022-2023;SRV03393;authentication;;2
2022-2023;SRV03393;application;;3
2022-2023;SRV03393;decision;;4
2022-2023;SRV03393;issuance;;5
2022-2023;SRV03393;feedback;;6
2022-2023;SRV03394;registration;;1
2022-2023;SRV03394;authentication;;2
2022-2023;SRV03394;application;;3
2022-2023;SRV03394;decision;;4
2022-2023;SRV03394;issuance;;5
2022-2023;SRV03394;feedback;;6
2022-2023;SRV03395;registration;;1
2022-2023;SRV03395;authentication;;2
2022-2023;SRV03395;application;;3
2022-2023;SRV03395;decision;;4
2022-2023;SRV03395;issuance;;5
2022-2023;SRV03395;feedback;;6
2022-2023;SRV03396;registration;;1
2022-2023;SRV03396;authentication;;2
2022-2023;SRV03396;application;;3
2022-2023;SRV03396;decision;;4
2022-2023;SRV03396;issuance;;5
2022-2023;SRV03396;feedback;;6
2022-2023;SRV03399;registration;;1
2022-2023;SRV03399;authentication;;2
2022-2023;SRV03399;application;;3
2022-2023;SRV03399;decision;;4
2022-2023;SRV03399;issuance;;5
2022-2023;SRV03399;feedback;;6
2022-2023;SRV03400;registration;;1
2022-2023;SRV03400;authentication;;2
2022-2023;SRV03400;application;;3
2022-2023;SRV03400;decision;;4
2022-2023;SRV03400;issuance;;5
2022-2023;SRV03400;feedback;;6
2022-2023;SRV03401;registration;;1
2022-2023;SRV03401;authentication;;2
2022-2023;SRV03401;application;;3
2022-2023;SRV03401;decision;;4
2022-2023;SRV03401;issuance;;5
2022-2023;SRV03401;feedback;;6
2022-2023;SRV03402;registration;N;1
2022-2023;SRV03402;authentication;N;2
2022-2023;SRV03402;application;N;3
2022-2023;SRV03402;decision;N;4
2022-2023;SRV03402;issuance;N;5
2022-2023;SRV03402;feedback;N;6
2022-2023;SRV03416;registration;N;1
2022-2023;SRV03416;authentication;N;2
2022-2023;SRV03416;application;N;3
2022-2023;SRV03416;decision;N;4
2022-2023;SRV03416;issuance;N;5
2022-2023;SRV03416;feedback;N;6
2022-2023;SRV03417;registration;;1
2022-2023;SRV03417;authentication;;2
2022-2023;SRV03417;application;;3
2022-2023;SRV03417;decision;;4
2022-2023;SRV03417;issuance;;5
2022-2023;SRV03417;feedback;;6
2022-2023;SRV03418;registration;N;1
2022-2023;SRV03418;authentication;N;2
2022-2023;SRV03418;application;N;3
2022-2023;SRV03418;decision;N;4
2022-2023;SRV03418;issuance;N;5
2022-2023;SRV03418;feedback;N;6
2022-2023;SRV03419;registration;N;1
2022-2023;SRV03419;authentication;N;2
2022-2023;SRV03419;application;N;3
2022-2023;SRV03419;decision;N;4
2022-2023;SRV03419;issuance;N;5
2022-2023;SRV03419;feedback;N;6
2022-2023;SRV03420;registration;N;1
2022-2023;SRV03420;authentication;N;2
2022-2023;SRV03420;application;N;3
2022-2023;SRV03420;decision;N;4
2022-2023;SRV03420;issuance;N;5
2022-2023;SRV03420;feedback;N;6
2022-2023;SRV03421;registration;;1
2022-2023;SRV03421;authentication;;2
2022-2023;SRV03421;application;;3
2022-2023;SRV03421;decision;;4
2022-2023;SRV03421;issuance;;5
2022-2023;SRV03421;feedback;;6
2022-2023;SRV03423;registration;N;1
2022-2023;SRV03423;authentication;N;2
2022-2023;SRV03423;application;N;3
2022-2023;SRV03423;decision;N;4
2022-2023;SRV03423;issuance;N;5
2022-2023;SRV03423;feedback;N;6
2022-2023;SRV03424;registration;N;1
2022-2023;SRV03424;authentication;N;2
2022-2023;SRV03424;application;N;3
2022-2023;SRV03424;decision;N;4
2022-2023;SRV03424;issuance;N;5
2022-2023;SRV03424;feedback;N;6
2022-2023;SRV03425;registration;;1
2022-2023;SRV03425;authentication;;2
2022-2023;SRV03425;application;;3
2022-2023;SRV03425;decision;;4
2022-2023;SRV03425;issuance;;5
2022-2023;SRV03425;feedback;;6
2022-2023;SRV03426;registration;N;1
2022-2023;SRV03426;authentication;N;2
2022-2023;SRV03426;application;N;3
2022-2023;SRV03426;decision;N;4
2022-2023;SRV03426;issuance;N;5
2022-2023;SRV03426;feedback;N;6
2022-2023;SRV03427;registration;N;1
2022-2023;SRV03427;authentication;N;2
2022-2023;SRV03427;application;N;3
2022-2023;SRV03427;decision;N;4
2022-2023;SRV03427;issuance;N;5
2022-2023;SRV03427;feedback;N;6
2022-2023;SRV03428;registration;N;1
2022-2023;SRV03428;authentication;N;2
2022-2023;SRV03428;application;N;3
2022-2023;SRV03428;decision;N;4
2022-2023;SRV03428;issuance;N;5
2022-2023;SRV03428;feedback;N;6
2022-2023;SRV03429;registration;;1
2022-2023;SRV03429;authentication;;2
2022-2023;SRV03429;application;;3
2022-2023;SRV03429;decision;;4
2022-2023;SRV03429;issuance;;5
2022-2023;SRV03429;feedback;Y;6
2022-2023;SRV03430;registration;N;1
2022-2023;SRV03430;authentication;N;2
2022-2023;SRV03430;application;N;3
2022-2023;SRV03430;decision;N;4
2022-2023;SRV03430;issuance;N;5
2022-2023;SRV03430;feedback;N;6
2022-2023;SRV03431;registration;;1
2022-2023;SRV03431;authentication;;2
2022-2023;SRV03431;application;;3
2022-2023;SRV03431;decision;;4
2022-2023;SRV03431;issuance;;5
2022-2023;SRV03431;feedback;;6
2022-2023;SRV03432;registration;N;1
2022-2023;SRV03432;authentication;N;2
2022-2023;SRV03432;application;N;3
2022-2023;SRV03432;decision;N;4
2022-2023;SRV03432;issuance;N;5
2022-2023;SRV03432;feedback;N;6
2022-2023;SRV03433;registration;N;1
2022-2023;SRV03433;authentication;N;2
2022-2023;SRV03433;application;N;3
2022-2023;SRV03433;decision;N;4
2022-2023;SRV03433;issuance;N;5
2022-2023;SRV03433;feedback;N;6
2022-2023;SRV03434;registration;;1
2022-2023;SRV03434;authentication;;2
2022-2023;SRV03434;application;;3
2022-2023;SRV03434;decision;;4
2022-2023;SRV03434;issuance;;5
2022-2023;SRV03434;feedback;;6
2022-2023;SRV03435;registration;;1
2022-2023;SRV03435;authentication;;2
2022-2023;SRV03435;application;;3
2022-2023;SRV03435;decision;;4
2022-2023;SRV03435;issuance;;5
2022-2023;SRV03435;feedback;;6
2022-2023;SRV03436;registration;N;1
2022-2023;SRV03436;authentication;N;2
2022-2023;SRV03436;application;N;3
2022-2023;SRV03436;decision;N;4
2022-2023;SRV03436;issuance;N;5
2022-2023;SRV03436;feedback;N;6
2022-2023;SRV03437;registration;;1
2022-2023;SRV03437;authentication;;2
2022-2023;SRV03437;application;;3
2022-2023;SRV03437;decision;;4
2022-2023;SRV03437;issuance;;5
2022-2023;SRV03437;feedback;;6
2022-2023;SRV03438;registration;Y;1
2022-2023;SRV03438;authentication;N;2
2022-2023;SRV03438;application;Y;3
2022-2023;SRV03438;decision;Y;4
2022-2023;SRV03438;issuance;N;5
2022-2023;SRV03438;feedback;N;6
2022-2023;SRV03440;registration;;1
2022-2023;SRV03440;authentication;;2
2022-2023;SRV03440;application;;3
2022-2023;SRV03440;decision;;4
2022-2023;SRV03440;issuance;;5
2022-2023;SRV03440;feedback;;6
2022-2023;SRV03441;registration;Y;1
2022-2023;SRV03441;authentication;Y;2
2022-2023;SRV03441;application;Y;3
2022-2023;SRV03441;decision;N;4
2022-2023;SRV03441;issuance;N;5
2022-2023;SRV03441;feedback;N;6
2022-2023;SRV03442;registration;;1
2022-2023;SRV03442;authentication;;2
2022-2023;SRV03442;application;;3
2022-2023;SRV03442;decision;;4
2022-2023;SRV03442;issuance;;5
2022-2023;SRV03442;feedback;;6
2022-2023;SRV03443;registration;;1
2022-2023;SRV03443;authentication;;2
2022-2023;SRV03443;application;;3
2022-2023;SRV03443;decision;;4
2022-2023;SRV03443;issuance;;5
2022-2023;SRV03443;feedback;;6
2022-2023;SRV03444;registration;Y;1
2022-2023;SRV03444;authentication;Y;2
2022-2023;SRV03444;application;Y;3
2022-2023;SRV03444;decision;N;4
2022-2023;SRV03444;issuance;N;5
2022-2023;SRV03444;feedback;N;6
2022-2023;SRV03445;registration;;1
2022-2023;SRV03445;authentication;;2
2022-2023;SRV03445;application;;3
2022-2023;SRV03445;decision;;4
2022-2023;SRV03445;issuance;;5
2022-2023;SRV03445;feedback;;6
2022-2023;SRV03446;registration;Y;1
2022-2023;SRV03446;authentication;Y;2
2022-2023;SRV03446;application;Y;3
2022-2023;SRV03446;decision;N;4
2022-2023;SRV03446;issuance;N;5
2022-2023;SRV03446;feedback;N;6
2022-2023;SRV03447;registration;N;1
2022-2023;SRV03447;authentication;N;2
2022-2023;SRV03447;application;Y;3
2022-2023;SRV03447;decision;N;4
2022-2023;SRV03447;issuance;N;5
2022-2023;SRV03447;feedback;N;6
2022-2023;SRV03448;registration;;1
2022-2023;SRV03448;authentication;;2
2022-2023;SRV03448;application;;3
2022-2023;SRV03448;decision;;4
2022-2023;SRV03448;issuance;;5
2022-2023;SRV03448;feedback;;6
2022-2023;SRV03449;registration;;1
2022-2023;SRV03449;authentication;;2
2022-2023;SRV03449;application;;3
2022-2023;SRV03449;decision;;4
2022-2023;SRV03449;issuance;;5
2022-2023;SRV03449;feedback;;6
2022-2023;SRV03450;registration;Y;1
2022-2023;SRV03450;authentication;Y;2
2022-2023;SRV03450;application;Y;3
2022-2023;SRV03450;decision;N;4
2022-2023;SRV03450;issuance;N;5
2022-2023;SRV03450;feedback;N;6
2022-2023;SRV03451;registration;;1
2022-2023;SRV03451;authentication;;2
2022-2023;SRV03451;application;;3
2022-2023;SRV03451;decision;;4
2022-2023;SRV03451;issuance;;5
2022-2023;SRV03451;feedback;;6
2022-2023;SRV03452;registration;Y;1
2022-2023;SRV03452;authentication;Y;2
2022-2023;SRV03452;application;Y;3
2022-2023;SRV03452;decision;N;4
2022-2023;SRV03452;issuance;Y;5
2022-2023;SRV03452;feedback;Y;6
2022-2023;SRV03453;registration;Y;1
2022-2023;SRV03453;authentication;Y;2
2022-2023;SRV03453;application;Y;3
2022-2023;SRV03453;decision;;4
2022-2023;SRV03453;issuance;;5
2022-2023;SRV03453;feedback;Y;6
2022-2023;SRV03454;registration;Y;1
2022-2023;SRV03454;authentication;Y;2
2022-2023;SRV03454;application;Y;3
2022-2023;SRV03454;decision;Y;4
2022-2023;SRV03454;issuance;;5
2022-2023;SRV03454;feedback;Y;6
2022-2023;SRV03455;registration;Y;1
2022-2023;SRV03455;authentication;Y;2
2022-2023;SRV03455;application;Y;3
2022-2023;SRV03455;decision;Y;4
2022-2023;SRV03455;issuance;;5
2022-2023;SRV03455;feedback;Y;6
2022-2023;SRV03456;registration;Y;1
2022-2023;SRV03456;authentication;Y;2
2022-2023;SRV03456;application;Y;3
2022-2023;SRV03456;decision;Y;4
2022-2023;SRV03456;issuance;;5
2022-2023;SRV03456;feedback;Y;6
2022-2023;SRV03457;registration;Y;1
2022-2023;SRV03457;authentication;Y;2
2022-2023;SRV03457;application;Y;3
2022-2023;SRV03457;decision;N;4
2022-2023;SRV03457;issuance;Y;5
2022-2023;SRV03457;feedback;Y;6
2022-2023;SRV03458;registration;;1
2022-2023;SRV03458;authentication;;2
2022-2023;SRV03458;application;;3
2022-2023;SRV03458;decision;;4
2022-2023;SRV03458;issuance;;5
2022-2023;SRV03458;feedback;Y;6
2022-2023;SRV03459;registration;;1
2022-2023;SRV03459;authentication;;2
2022-2023;SRV03459;application;;3
2022-2023;SRV03459;decision;;4
2022-2023;SRV03459;issuance;;5
2022-2023;SRV03459;feedback;Y;6
2022-2023;SRV03461;registration;N;1
2022-2023;SRV03461;authentication;N;2
2022-2023;SRV03461;application;N;3
2022-2023;SRV03461;decision;N;4
2022-2023;SRV03461;issuance;N;5
2022-2023;SRV03461;feedback;N;6
2022-2023;SRV03462;registration;N;1
2022-2023;SRV03462;authentication;N;2
2022-2023;SRV03462;application;N;3
2022-2023;SRV03462;decision;N;4
2022-2023;SRV03462;issuance;N;5
2022-2023;SRV03462;feedback;N;6
2022-2023;SRV03463;registration;Y;1
2022-2023;SRV03463;authentication;Y;2
2022-2023;SRV03463;application;Y;3
2022-2023;SRV03463;decision;Y;4
2022-2023;SRV03463;issuance;Y;5
2022-2023;SRV03463;feedback;Y;6
2022-2023;SRV03464;registration;N;1
2022-2023;SRV03464;authentication;N;2
2022-2023;SRV03464;application;N;3
2022-2023;SRV03464;decision;N;4
2022-2023;SRV03464;issuance;N;5
2022-2023;SRV03464;feedback;N;6
2022-2023;SRV03465;registration;;1
2022-2023;SRV03465;authentication;;2
2022-2023;SRV03465;application;;3
2022-2023;SRV03465;decision;;4
2022-2023;SRV03465;issuance;;5
2022-2023;SRV03465;feedback;Y;6
2022-2023;SRV03466;registration;;1
2022-2023;SRV03466;authentication;;2
2022-2023;SRV03466;application;;3
2022-2023;SRV03466;decision;;4
2022-2023;SRV03466;issuance;;5
2022-2023;SRV03466;feedback;Y;6
2022-2023;SRV03467;registration;;1
2022-2023;SRV03467;authentication;;2
2022-2023;SRV03467;application;;3
2022-2023;SRV03467;decision;;4
2022-2023;SRV03467;issuance;;5
2022-2023;SRV03467;feedback;Y;6
2022-2023;SRV03468;registration;;1
2022-2023;SRV03468;authentication;;2
2022-2023;SRV03468;application;;3
2022-2023;SRV03468;decision;;4
2022-2023;SRV03468;issuance;;5
2022-2023;SRV03468;feedback;Y;6
2022-2023;SRV03469;registration;;1
2022-2023;SRV03469;authentication;;2
2022-2023;SRV03469;application;;3
2022-2023;SRV03469;decision;;4
2022-2023;SRV03469;issuance;;5
2022-2023;SRV03469;feedback;;6
2022-2023;SRV03470;registration;;1
2022-2023;SRV03470;authentication;;2
2022-2023;SRV03470;application;;3
2022-2023;SRV03470;decision;;4
2022-2023;SRV03470;issuance;;5
2022-2023;SRV03470;feedback;Y;6
2022-2023;SRV03471;registration;N;1
2022-2023;SRV03471;authentication;N;2
2022-2023;SRV03471;application;N;3
2022-2023;SRV03471;decision;N;4
2022-2023;SRV03471;issuance;N;5
2022-2023;SRV03471;feedback;Y;6
2022-2023;SRV03472;registration;N;1
2022-2023;SRV03472;authentication;N;2
2022-2023;SRV03472;application;N;3
2022-2023;SRV03472;decision;N;4
2022-2023;SRV03472;issuance;N;5
2022-2023;SRV03472;feedback;N;6
2022-2023;SRV03473;registration;N;1
2022-2023;SRV03473;authentication;N;2
2022-2023;SRV03473;application;N;3
2022-2023;SRV03473;decision;N;4
2022-2023;SRV03473;issuance;N;5
2022-2023;SRV03473;feedback;N;6
2022-2023;SRV03475;registration;N;1
2022-2023;SRV03475;authentication;N;2
2022-2023;SRV03475;application;N;3
2022-2023;SRV03475;decision;;4
2022-2023;SRV03475;issuance;;5
2022-2023;SRV03475;feedback;;6
2022-2023;SRV03476;registration;N;1
2022-2023;SRV03476;authentication;N;2
2022-2023;SRV03476;application;N;3
2022-2023;SRV03476;decision;;4
2022-2023;SRV03476;issuance;;5
2022-2023;SRV03476;feedback;N;6
2022-2023;SRV03477;registration;Y;1
2022-2023;SRV03477;authentication;Y;2
2022-2023;SRV03477;application;Y;3
2022-2023;SRV03477;decision;Y;4
2022-2023;SRV03477;issuance;Y;5
2022-2023;SRV03477;feedback;N;6
2022-2023;SRV03478;registration;N;1
2022-2023;SRV03478;authentication;N;2
2022-2023;SRV03478;application;N;3
2022-2023;SRV03478;decision;N;4
2022-2023;SRV03478;issuance;N;5
2022-2023;SRV03478;feedback;N;6
2022-2023;SRV03479;registration;N;1
2022-2023;SRV03479;authentication;N;2
2022-2023;SRV03479;application;N;3
2022-2023;SRV03479;decision;N;4
2022-2023;SRV03479;issuance;N;5
2022-2023;SRV03479;feedback;N;6
2022-2023;SRV03480;registration;Y;1
2022-2023;SRV03480;authentication;Y;2
2022-2023;SRV03480;application;Y;3
2022-2023;SRV03480;decision;Y;4
2022-2023;SRV03480;issuance;Y;5
2022-2023;SRV03480;feedback;Y;6
2022-2023;SRV03481;registration;N;1
2022-2023;SRV03481;authentication;N;2
2022-2023;SRV03481;application;N;3
2022-2023;SRV03481;decision;N;4
2022-2023;SRV03481;issuance;N;5
2022-2023;SRV03481;feedback;N;6
2022-2023;SRV03482;registration;N;1
2022-2023;SRV03482;authentication;N;2
2022-2023;SRV03482;application;N;3
2022-2023;SRV03482;decision;N;4
2022-2023;SRV03482;issuance;N;5
2022-2023;SRV03482;feedback;N;6
2022-2023;SRV03483;registration;N;1
2022-2023;SRV03483;authentication;N;2
2022-2023;SRV03483;application;N;3
2022-2023;SRV03483;decision;N;4
2022-2023;SRV03483;issuance;N;5
2022-2023;SRV03483;feedback;N;6
2022-2023;SRV03484;registration;N;1
2022-2023;SRV03484;authentication;N;2
2022-2023;SRV03484;application;N;3
2022-2023;SRV03484;decision;N;4
2022-2023;SRV03484;issuance;N;5
2022-2023;SRV03484;feedback;N;6
2022-2023;SRV03485;registration;N;1
2022-2023;SRV03485;authentication;N;2
2022-2023;SRV03485;application;Y;3
2022-2023;SRV03485;decision;N;4
2022-2023;SRV03485;issuance;N;5
2022-2023;SRV03485;feedback;Y;6
2022-2023;SRV03486;registration;N;1
2022-2023;SRV03486;authentication;N;2
2022-2023;SRV03486;application;Y;3
2022-2023;SRV03486;decision;N;4
2022-2023;SRV03486;issuance;N;5
2022-2023;SRV03486;feedback;Y;6
2022-2023;SRV03487;registration;N;1
2022-2023;SRV03487;authentication;N;2
2022-2023;SRV03487;application;N;3
2022-2023;SRV03487;decision;N;4
2022-2023;SRV03487;issuance;N;5
2022-2023;SRV03487;feedback;Y;6
2022-2023;SRV03488;registration;N;1
2022-2023;SRV03488;authentication;N;2
2022-2023;SRV03488;application;N;3
2022-2023;SRV03488;decision;N;4
2022-2023;SRV03488;issuance;N;5
2022-2023;SRV03488;feedback;Y;6
2022-2023;SRV03489;registration;N;1
2022-2023;SRV03489;authentication;N;2
2022-2023;SRV03489;application;N;3
2022-2023;SRV03489;decision;N;4
2022-2023;SRV03489;issuance;N;5
2022-2023;SRV03489;feedback;N;6
2022-2023;SRV03490;registration;;1
2022-2023;SRV03490;authentication;;2
2022-2023;SRV03490;application;;3
2022-2023;SRV03490;decision;;4
2022-2023;SRV03490;issuance;;5
2022-2023;SRV03490;feedback;;6
2022-2023;SRV03491;registration;N;1
2022-2023;SRV03491;authentication;N;2
2022-2023;SRV03491;application;N;3
2022-2023;SRV03491;decision;N;4
2022-2023;SRV03491;issuance;N;5
2022-2023;SRV03491;feedback;N;6
2022-2023;SRV03492;registration;N;1
2022-2023;SRV03492;authentication;N;2
2022-2023;SRV03492;application;Y;3
2022-2023;SRV03492;decision;N;4
2022-2023;SRV03492;issuance;N;5
2022-2023;SRV03492;feedback;Y;6
2022-2023;SRV03493;registration;N;1
2022-2023;SRV03493;authentication;N;2
2022-2023;SRV03493;application;N;3
2022-2023;SRV03493;decision;N;4
2022-2023;SRV03493;issuance;N;5
2022-2023;SRV03493;feedback;N;6
2022-2023;SRV03494;registration;N;1
2022-2023;SRV03494;authentication;N;2
2022-2023;SRV03494;application;N;3
2022-2023;SRV03494;decision;N;4
2022-2023;SRV03494;issuance;N;5
2022-2023;SRV03494;feedback;N;6
2022-2023;SRV03495;registration;N;1
2022-2023;SRV03495;authentication;N;2
2022-2023;SRV03495;application;N;3
2022-2023;SRV03495;decision;N;4
2022-2023;SRV03495;issuance;N;5
2022-2023;SRV03495;feedback;N;6
2022-2023;SRV03496;registration;N;1
2022-2023;SRV03496;authentication;N;2
2022-2023;SRV03496;application;N;3
2022-2023;SRV03496;decision;N;4
2022-2023;SRV03496;issuance;N;5
2022-2023;SRV03496;feedback;N;6
2022-2023;SRV03497;registration;N;1
2022-2023;SRV03497;authentication;N;2
2022-2023;SRV03497;application;N;3
2022-2023;SRV03497;decision;N;4
2022-2023;SRV03497;issuance;N;5
2022-2023;SRV03497;feedback;N;6
2022-2023;SRV03498;registration;N;1
2022-2023;SRV03498;authentication;N;2
2022-2023;SRV03498;application;N;3
2022-2023;SRV03498;decision;N;4
2022-2023;SRV03498;issuance;N;5
2022-2023;SRV03498;feedback;N;6
2022-2023;SRV03499;registration;N;1
2022-2023;SRV03499;authentication;N;2
2022-2023;SRV03499;application;N;3
2022-2023;SRV03499;decision;N;4
2022-2023;SRV03499;issuance;N;5
2022-2023;SRV03499;feedback;N;6
2022-2023;SRV03500;registration;N;1
2022-2023;SRV03500;authentication;N;2
2022-2023;SRV03500;application;N;3
2022-2023;SRV03500;decision;N;4
2022-2023;SRV03500;issuance;N;5
2022-2023;SRV03500;feedback;N;6
2022-2023;SRV03501;registration;N;1
2022-2023;SRV03501;authentication;N;2
2022-2023;SRV03501;application;N;3
2022-2023;SRV03501;decision;N;4
2022-2023;SRV03501;issuance;N;5
2022-2023;SRV03501;feedback;N;6
2022-2023;SRV03502;registration;N;1
2022-2023;SRV03502;authentication;N;2
2022-2023;SRV03502;application;N;3
2022-2023;SRV03502;decision;N;4
2022-2023;SRV03502;issuance;N;5
2022-2023;SRV03502;feedback;N;6
2022-2023;SRV03503;registration;N;1
