"fy_ef","organization_id","organization","core_responsibility","program_id","program_name","planned_spending_1","actual_spending","planned_spending_2","planned_spending_3","planned_ftes_1","actual_ftes","planned_ftes_2","planned_ftes_3","planning_explanation","variance_explanation"
"FY 2022-23",326,"Treasury Board Secretariat","Employer","BXC05","Executive and Leadership Development",9951042.00,12195776.60,7836118.00,7836118.00,60.00,62.00,41.00,41.00,"The decrease of planned spending and full-time equivalents (FTEs) from 2022-23 to 2023-24 for Executive and Leadership Development is attributable to the funding for the Joint Learning Program and to the funding announced in the 2020 Fall Economic Statement to Foster a diverse and inclusive public service initiative that are both scheduled to sunset at the end of 2022-23.  Both initiatives are subject to the renewal process.","The increase in Executive and Leadership Development program spending is mainly attributable to an increase in spending on executive management and leadership development managed by the Office of Chief Human Resource Officer."
"FY 2022-23",326,"Treasury Board Secretariat","Employer","BXC06","People Management Systems and Processes",17780682.00,13496160.65,1144169.00,1144169.00,79.00,88.00,6.00,6.00,"The decrease in planned spending and full-time equivalents (FTEs) from 2022-23 to 2023-24 in People Management Systems and Processes is mainly associated with additional funding announced in 2020–21 for Phoenix stabilization and HR-to-Pay initiatives (Budget 2021), which is scheduled to sunset in 2022-23 and is subject to the renewal process.","The decrease in People Management Systems and Processes program spending is mainly attributable to a reduction in spending on HR-to-Pay initiatives. The increase in full-time equivalents is mainly attributable to the additional support required for HR-to-Pay initiatives."
"FY 2022-23",326,"Treasury Board Secretariat","Employer","BXC07","Research, Planning and Renewal",9101494.00,10684882.28,8328654.00,8328654.00,59.00,65.00,53.00,53.00,,"The increase in Research, Planning and Renewal program spending is mainly attributable to an increase in Office of the Chief Human Resources Officer spending on Workforce Business Intelligence Services. The increase in full-time equivalents is mainly attributable to the Office of the Chief Human Resources Officer delivery of Research and Experimentation and Workforce Business Intelligence Services."
"FY 2022-23",326,"Treasury Board Secretariat","Regulatory Oversight","BXD01","Regulatory Policy, Oversight, and Cooperation",11716665.00,11961210.11,9899265.00,9898889.00,73.00,73.00,59.00,59.00,"The decrease of planned spending and full-time equivalents (FTEs) from 2022-23 to 2023-24 for Regulatory Policy, Oversight, and Cooperation is mainly attributable to the Funding for regulatory reviews and the External Advisory Committee on Regulatory Competitiveness, which is scheduled to sunset in 2022-23 and is subject to the renewal process.",
"FY 2022-23",326,"Treasury Board Secretariat","Internal Services","ISS01","Management and Oversight Services",19896858.00,19530617.18,19984920.00,20003859.00,155.00,138.00,155.00,155.00,,"The decrease in Management and Oversight Services program full-time equivalents is mainly attributable to budget reallocations to other programs and employee attrition."
"FY 2022-23",326,"Treasury Board Secretariat","Internal Services","ISS02","Communications Services",11299967.00,12157496.10,10685472.00,10474276.00,88.00,105.00,85.00,85.00,,"The increase in Communications Services program spending and full-time equivalents is mainly attributable to increased funding to support Governance and Oversight of Digital Initiatives and funding for the development of a mental health fund for Black federal public servants."
"FY 2022-23",326,"Treasury Board Secretariat","Internal Services","ISS03","Legal Services",12918940.00,13063039.14,11791598.00,11796756.00,30.00,34.00,26.00,26.00,"The decrease of planned spending from 2022-23 to 2023-24 for Legal Services is mainly attributable to the sunsetting of corporate costs funding related to the Policy on COVID-19 Vaccination for the Core Public Administration including the Royal Canadian Mounted Police (off-cycle funding approved for two years starting 2021-22).",
"FY 2022-23",326,"Treasury Board Secretariat","Internal Services","ISS04","Human Resources Management Services",12468380.00,14504962.63,12039366.00,11809413.00,114.00,132.00,114.00,114.00,,"The increase in Human Resources Management Services program spending and full-time equivalents is mainly attributable to increased funding to support for Governance and Oversight of Digital Initiatives and funding for compensation allocations."
"FY 2022-23",326,"Treasury Board Secretariat","Internal Services","ISS05","Financial Management Services",9383614.00,9988281.53,9383614.00,9383615.00,102.00,113.00,102.00,102.00,,"The increase in Financial Management Services program full-time equivalents is mainly attributable to the additional full-time equivalents hired to onboard new departments to the Central Agencies Cluster-Shared Systems."
"FY 2022-23",326,"Treasury Board Secretariat","Internal Services","ISS06","Information Management Services",7789321.00,2883259.58,6595508.00,5772455.00,24.00,15.00,24.00,24.00,"The decrease of planned spending from 2022-23 to 2024-25 for Information Management Services is mainly attributable to a reduction of funding for corporate costs as a result of various sunsetting initiatives.","The decrease in Information Management Services program spending is mainly attributable to internal reallocations required to fund sector pressures."
"FY 2022-23",326,"Treasury Board Secretariat","Internal Services","ISS07","Information Technology Services",14335869.00,21677872.79,14092869.00,14092869.00,102.00,95.00,102.00,103.00,,"The increase in Information Technology Services program spending is mainly attributable to an increase in enterprise resource planning initiatives."
"FY 2022-23",326,"Treasury Board Secretariat","Internal Services","ISS08","Real Property Management Services",2601981.00,3850176.48,2601981.00,2600709.00,15.00,14.00,15.00,15.00,,"The increase in Real Property Management Services program spending is mainly attributable to spending on security and the management of facilities and asset."
"FY 2022-23",326,"Treasury Board Secretariat","Internal Services","ISS09","Materiel Management Services",1261435.00,868948.27,1261435.00,1263420.00,9.00,11.00,9.00,9.00,,"The decrease in Material Management Services program spending is mainly attributable to decreased spending on workplace renovations and facilities management."
"FY 2022-23",326,"Treasury Board Secretariat","Internal Services","ISS0Z","Acquisition Management Services",1040772.00,1226334.45,1040771.00,1040771.00,10.00,12.00,10.00,10.00,,"The increase in Acquisition Management Services is mainly attributable to increased spending on corporate administration and security."
"FY 2022-23",333,"Veterans Review and Appeal Board","Appeals","BWL01","Review and Appeal",11256654.00,13620180.90,11256654.00,11256654.00,101.00,101.50,101.00,101.00,"Over the planning period 2022-23 to 2024-25, the Board’s planned spending and planned resources are relatively unchanged.","Actual spending increased compared with planned spending as the Board received temporary funding to address increased demand for review and appeal services."
